No,Kalimat,Pasien,Usia Pasien,Penyakit,Gejala,Kapan,Periode,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Observasi,Objek,Penutup,Referensi,Artikel
168,"Menurut beragam literatur, bayi usia 0 hingga 3 bulan butuh tidur sekitar 14 hingga 17 jam sehari agar tumbuh kembangnya optimal. ",,,,,,,,1,,,,1,1,,,1,
169,"Semakin besar usianya, maka akan semakin singkat juga kebutuhan tidurnya. ",,,,,,,,1,,,,1,,,,,
170,"Sejatinya, tidak ada posisi yang diklaim terbaik untuk tidur pada bayi baru lahir. ",,,,,,,,,,,,1,,,,,
171,"Anda bebas menidurkannya dengan posisi telentang, miring kanan, atau juga miring kiri. ",,,,,,,1,,,,,,,,,,
172,"Yang terpenting, Anda perlu memastikan bahwa bayi Anda tidak tertutup jalan napasnya (hidung, mulut), tidur di alas yang bersih (bebas dari serangga dan benda asing lainnya), tidak terlalu keras, namun juga tidak terlalu empuk. ",,,,,,,1,,,,,,,,,,
173,"Bukan itu saja, ganti-ganti juga posisi tidur bayi sehingga bentuk kepalanya akan lebih bulat sempurna (tidak peyang) dan bayi pun tidak merasa pegal atau bosan. ",,,,,,,1,1,,,,,,,,,
174,"Hindari penggunaan bantal atau selimut berlebihan di sekitar bayi, terlebih jika tidak di bawah pengawasan orang dewasa, guna menurunkan risiko terjadinya SIDS (sudden infant death syndrome). ",,,,,,,1,1,,,,1,,,,,
175,Berkonsultasilah kembali dengan dokter atau dokter anak terdekat ya.. ,,,,,,,1,,,,,,,,,,
176,Semoga membantu.,,,,,,,,,,,,,,,1,,
177,Dok sepertinya bayi saya mengalami gangguan pencernaan. ,1,,1,,,,,,,,,,,,,,
178,"Dia sering sekali gumoh, bibirnya kering, lidahnya putih dan sering cegukan. ",,,,1,,,,,,,,,,,,,
179,bagaimana cara mengatasinya ya? ,,,,,,,,,1,,,,,,,,
180,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
181,"gumoh ialah hal yang wajar dan sering dialami oleh bayi karena kerongkongannya yang belum berkembang sepenuhnya dan ukuran lambung bayi yang masih kecil, bibir kering bisa terjadi karena kurangnya asupan cairan pada si bayi, bayi yang kepanasan, serta bisa pula karena bayi suka menjilat bibir.",,,,,,,,1,,,1,1,,,,,
182, sedangkan untuk cegukan juga hal yang normal dan wajar dialami bayi hal ini terjadi akibat kontraksi diafragma dan pita suara bayi yang terlalu cepat hal ini dapat terjadi karena bayi terlalu banyak menyusu dan terlalu cepat.,,,,,,,,1,,,1,1,,,,,
183, selain itu lidah yang putih pada bayi juga hal yang wajar terjadi hal ini akibat sisa susu yang ia minum coba bunda bersihkan dengan kassa yang sudah di rendam dengan air hangat jika hilang berati akibat sisa susu. ,,,,,,,1,1,,,1,1,,,,,
184,jadi sebenarnya kondisi yang dialami anak bunda masih dalam batas normal. ,,,,,,,,1,,,,,,,,,
185,"namun jika gumoh dialami terus menerus, cegukan tidak hilang beberapa hari serta lidah putih tidak bisa hilang anak mengalami kondisi lemas, mata cekung, bawaanya tidur saja, air kecing sendikit maka sebaiknya bunda segera ke UGD terdekat untuk mendapatkan pemeriksaan dan penangnan segera dengan tepat. ",,,,1,,,1,1,,,,,,,,,
186,ada beberapa tips yang bisa bunda lakukan untuk menangani hal ini seperti : ,,,,,,,1,,,,,,,,,,
187," usahakan menyusui bayi dengan tepat, perlekatannya tepat, berikan ASI secukupnya",,,,,,,1,,,,,,,,,,
188,setelah menyusui anak usahakan untuk sendawakan bayi,,,,,1,,1,,,,,,,,,,
189,mengatasi bibir kering pada bayi bisa oleskan ASI atau denganPetroleum jelly,,,,,,,1,,,,,,,1,,,
190,semoga dapat membantu ,,,,,,,,,,,,,,,1,,
191,Dok bayi saya berusia 3 bulan dan memiliki kepala peyang atau bagian belakang kepala tidak rata.,1,1,,1,,,,,,,,,,,,,
192, Bagaimana cara mengatasinya agar kepala bayi saya tidak miring sebelah. ,,,,,,,,,1,,,,,,,,
193,terima kasih,,,,,,,,,,,,,,,1,,
194,"Alo, terima kasih atas pertanyaannya untuk Alodokter. ",,,,,,,,,,1,,,,,,,
195,"Kepala bayi yang tampak tidak rata atau peyang dapat disebabkan oleh posisi tidur bayi yang sama selama berjam-jam, adanya permasalahan pada rahim ketika masih berada di dalam kandungan, adanya ketegangan pada otot leher, lahir secara prematur, atau memiliki kelainan tulang tengkorak.",,,,1,,,,,,,1,,,,,,
196,"Untuk mengatasinya, anda perlu mengubah posisi tidurnya ke sisi kanan dan sisi kiri secara berkala. ",,,,,,,1,1,,,,,,,,,
197,"Ketika bayi sedang bangun, posisikan bayi tengkurap agar kepalanya tidak terus-menerus tertekan, taruh mainan di dekat bayi pada posisi yang berbeda-beda agar kepala bayi mudah menengok dan bergerak pada arah yang berbeda, variasikan cara menggendong bayi dengan posisi tegak, didekap, atau miring. ",,,,,1,,1,1,,,,,,,,,
198,"Jika belum membaik juga nantinya, maka anda dapat pula berkonsultasi lebih lanjut dengan dokter anak, agar dapat dilakukan pemeriksaan terlebih dahulu, sehingga dapat ditentukan penanganan yang tepat nantinya. ",,,,,,,1,1,,,,1,,,,,
199,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
200,Terima kasih.,,,,,,,,,,,,,,,1,,
201,"Saya punya bayi berusia 6 bulan, kenapa ya anak saya ini sangat susah tidur siang hari, sekalinya tidur sering bangun terus. ",1,1,,1,1,,,,1,,,,,,,,
202,menurut dokter bagaimana caranya agar bayi bisa tidur nyenyak di siang hari?,,,,,,,,,1,,,,,,,,
203,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
204,"Tidur pada bayi dalam durasi yang lebih panjang dibandingkan orang dewasa, penting untuk menunjang pertumbuhan dan perkembangan bayi.",,,,,,,,1,,,,1,,,,,
205," Pada usia 6 bulan, bayi memerlukan tidur dengan durasi sebanyak 14 jam sehari, yang dapat terbagi menjadi 3 jam untuk tidur siang dan sisanya yaitu 11 jam untuk tidur malam hari. ",,,,,1,1,,,,,,1,1,,,,
206,"Dikarenakan pentingnya tidur siang, maka anda dapat membiasakan bayi untuk tidur siang dengan mengenali tanda bayi mengantuk seperti menguap, menggosok mata, mengerutkan kening, rewel, dan menangis, dengan membuat rutinitas sebelum tidur yaitu seperti menggantikan popok dan berikan susu untuk membuatnya lebih nyaman.",,,,1,,,1,1,,,,1,,1,,,
207,"Atur jam tidur siang anak yang selalu sama pada setiap harinya secara konsisten, meskipun ketika sedang berpergian.",,,,,,1,1,,,,,1,,,,,
208,"Untuk membuatnya tidur lebih nyenyak, anda perlu memastikan bahwa anak sudah merasa kenyang sebelumnya, buat suasana ruangan tidur menjadi lebih nyaman dan hening seperti dengan menutup horden jendela, menyejukkan suhu ruangan, gunakan aromaterapi atau diffuser dengan essential oil jika perlu, gunakan pakaian yang tidak tebal pada siang hari, dan tidak menyelimutinya dengan selimut yang terlalu tebal. ",,,,,,,1,1,,,,,,1,,,
209,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
210,Terima kasih. ,,,,,,,,,,,,,,,1,,
211,Bayi saya usia 3 bulan kalau lagi tidur kenapa tiba-tiba sering kaget seperti kejang ya dok? ,1,1,,1,,,,,1,,,,,,,,
212,apakah itu normal pada bayi dok?,,,,,,,,,1,,,,,,,,
213,"Alo, terima kasih atas pertanyaannya untuk Alodokter. ",,,,,,,,,,1,,,,,,,
214,Tampak kaget seperti kejang saat tertidur pada bayi usia 3 bulan seringnya wajar disebabkan oleh bagian dari refleks primitifnya (dinamakan refleks Moro). ,,,,1,,,,1,,,1,1,,,,,
215,Hal ini menyebabkan bayi akan kaget saat dilepaskan dari gendongan dan mudah terbangun.,,,,,,,,1,,,,,,,,,
216,"Bisa juga, kondisi seperti ini disebabkan oleh mimpi, peralihan fase tidur, atau gangguan dari lingkungan (misalnya terlalu bising atau silau).",,,,,,,,,,,1,,,,,,
217,"Asal tidak muncul keluhan lain, kondisi bayi Anda sebaiknya tidak dicemaskan berlebihan sebab ia bisa hilang sendiri seiring waktu. ",,,,,,,1,1,,,,1,,,,,
218,"Akan tetapi, jika kondisi tersebut berulang sangat sering, persis dengan kejang gerakannya, apalagi sampai membuat bayi Anda terganggu kesadarannya, rewel berlebihan, dan muncul keluhan lain yang mengganggu, tidak ada salahnya juga ia diperiksakan langsung ke dokter atau dokter anak ya.. ",,,,1,,,1,,,,,1,,,,,
219,"Melalui pemeriksaan langsung, dokter tentu bisa menegakkan diagnosis atas kondisi bayi Anda secara lebih obyektif, membedakan apakah kondisi tersebut wajar atau tidak, lantas memberikannya penanganan yang tepat. ",,,,,,,1,1,,,,,,,,,
220,Semoga membantu. ,,,,,,,,,,,,,,,1,,
221,"Siang dok, maaf mau tanya. ",,,,,,,,,,1,,,,,,,
222,Saya punya bayi umur 5 bulan. ,1,1,,,,,,,,,,,,,,,
223,sudah 3 minggu ini dia kaya kena alergi atau biang keringat gitu dok. ,,,1,,,1,,,,,,,,,,,
224,wajah anak saya yg kena.,,,,,,,,,,,,,,,,,
225,gegara hal ini muka anak saya jadi bruntusan gitu.,,,,1,,,,,,,,,,,,,
226,saya takut kalo ke dokter nantik bayi saya dikasi obat. ,,,,,,,,,,,,,,,,,
227,ada gak dok sabun aja yg bisa saya gunain buat ngatasin bruntusan di wajah bayi saya dok/ ,,,,,,,,,1,,,,,,,,
228,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,,,,,,,,
229,"Keluhan bruntusan yang dialami bayi bisa saja merupakan biang keringat, karena kelenjar keringat bayi yang belum berkembang secara sempurna sehingga dapat mengalami penyumbatan dan menimbulkan keluhan tersebut.",,,1,1,,,,1,,,1,,,,,,
230,"Untuk mengatasinya, anda perlu menghindari bayi anda berada di ruangan yang panas dan lembab dimana dapat diatasi dengan penggunaan kipas angin atau AC, pakaian bayi baju yang tipis dan menyerap keringat, tidak sering menggendong bayi, basuh wajah dengan air dan sabun mandi bayi yang lembut setiap mandi untuk membantu mengatasi biang keringat, serta oleskan pelembab khusus bayi pada wajahnya kecuali pada area dekat mata, untuk membantu meredakan kemungkinan gatal pada wajah bayi.",,,,,,,1,1,,,,,,1,,,
231,"Namun, jika dengan beberapa cara tersebut keluhan pada bayi anda masih belum dapat teratasi, maka sebaiknya periksakan anak anda ke dokter anak agar dapat dilakukan pelacakan penyebab dan penanganan yang tepat.",,,,,,,1,1,,,,1,,,,,
232,"Demikian yang dapat kami sampaikan, semoga bermanfaat.",,,,,,,,,,,,,,,1,,
233, Terima kasih.,,,,,,,,,,,,,,,1,,
234,"Bayi saya punggungnya mengalami biang keringat, saya sudah pakein lotion untuk biang keringat namun nggak sembuh2 juga dok.",1,,1,,,,1,1,,,,,,1,,,
235, saya mau tanya cara mengobati biang keringat pada bayi bagaimana dokter? ,,,,,,,,,1,,,,,,,,
236,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
237,biang keringat pada bayi ditandai dengan bintik merah di kulit. ,,,1,1,,,,,,,,,,,,,
238,biang keringat atau milliaria terjadi karena adanya peyumbatan pada pori-pori kulit sehingga keringat tidak dapat keluar.,,,1,,,,,1,,,1,,,,,,
239,pada bayi biang keringat disebabkan oleh pori-pori kulit yang kecil serta kelenjar keringa yang belum terbentuk sempurna.,,,1,,,,,,,,1,1,,,,,
240,salah satu penyebab biang keringat akibat kepanasan. ,,,1,,,,,,,,1,,,,,,
241,langka penangnan yang bisa bunda lakukan dirumah berupa :,,,,,,,1,,,,,,,,,,
242, tempatkan si kecil tempat yang sejuk,,,,,,,1,,,,,,,,,,
243,"· gunakan pakaian yang longgar, tipis dan menyerap keringat",,,,,,,1,,,,,,,1,,,
244,· bunda bisa gunakan lation atau cream yang mengandung calamine untuk mengatasi biang keringat hindari terkena area mata dan lubang hidung serta mulut ya bunda,,,,,,,1,1,,,,1,,1,,,
245,"umumnya kondisi ini tidak berbahaya dan akan membaik dengan sendirinya bunda, namun jika sudah melakukan hal diatas tidak ada perbaikan atau semakin berat bunda bisa segera melakukan konsultasi lebih lanjut ke dokter secara langsung agar mendapatkan penangnan yang lebih tepat. ",,,,,,,1,1,,,,1,,,,,
246,karena ada beberapa tingkatan atau jenis biang keringat jadi bisa di periksa dan diberikan obatan yang lebih tepat bunda. ,,,,,,,,1,,,,1,,,,,
247,semoga dapat membantu,,,,,,,,,,,,,,,1,,
248,Hallo dok... ,,,,,,,,,,1,,,,,,,
249,"Saya mau tanya anak saya berusia 7 bulan dan di bagian gusinya terdapat banyak bercak putih apakah itu salah satu gejala timbulnya sariawan, jika memang benar bagaimana cara untuk mengobatinya..?? ",1,1,,1,,,,,1,,,,,,,,
250,"Selamat siang, terima kasih telah bertanya di Alodokter. ",,,,,,,,,,1,,,,,,,
251,"Bercak putih pada mulut bayi bisa berarti berbagai hal, diantaranya adalah:",,,,1,,,,,,,,,,,,,
252, Kondisi Epstein pearls,,,,,,,,,,,1,,,,,,
253,"· Sisa susu, ASI atau makanan lain",,,,,,,,,,,1,,,,,,
254,· Infeksi jamur,,,,,,,,,,,1,,,,,,
255,· Infeksi bakteri atau virus,,,,,,,,,,,1,,,,,,
256,Untuk memastikan kondisi ini memang diperlukan pengamatan secara langsung. ,,,,,,,1,1,,,,,,,,,
257,Namun Anda bisa melihat dulu perkembangannya dalam beberapa waktu ke depan. ,,,,,,,1,,,,,,,,,,
258,"Jika bercaknya dapat berkurang atau bahkan hilang, tidak ada gejala tambahan seperti demam, rewel, nafsu makan berkurang atau semacamnya, tidak ada tindakan khusus yang perlu dilakukan karena bisa jadi itu kondisi normal yang dapat membaik dengan sendirinya.",,,,1,,,1,1,,,,1,,,,,
259,"Namun jika gejalanya memburuk dalam artian bercaknya tidak kunjung hilang, semakin membesar, ada demam, nafsu makannya berkurang, anaknya terus menerus rewel, sebaiknya Anda periksakan anak Anda ke dokter anak untuk ditangani lebih lanjut. ",,,,1,,,1,1,,,,1,,,,,
260,"Sementara itu, tetap jaga kebersihan rongga mulut anak Anda dan penuhi kebutuhan nutrisi serta cairannya. ",,,,,,,1,,,,,,,,,,
261,"Sekian, semoga menjawab pertanyaan Anda. ",,,,,,,,,,,,,,,1,,
